Matrícula,Início,Término,Situação,Contrato,Usuário
9385207,2016-01-20,2023-12-31,EM EXERCÍCIO,12339/2023,1112
9251332,2022-06-01,,EM EXERCÍCIO,20297/2023,5218
266477,1992-05-12,,EM EXERCÍCIO,4924/2022,1177
9414770,2023-10-16,2025-06-26,EM EXERCÍCIO,31076/2023,2118
248290,1990-03-01,,EM EXERCÍCIO,20060/2022,926
9422765,2023-09-18,2025-06-26,EM EXERCÍCIO,30046/2023,2519
2367190,1992-02-01,,EM EXERCÍCIO,6976/2022,8125
9385827,2022-11-01,2023-01-28,EM EXERCÍCIO,18942/2023,1798
288969,1990-03-01,,LICENCIADO,5236/2022,963
316946,1993-09-16,,EM EXERCÍCIO,5529/2023,5699
304212,1992-05-15,,EM EXERCÍCIO,5402/2022,9188
9379290,2023-03-20,2023-09-15,EXONERADO/RESCISO,23856/2023,9220
9288112,2023-11-01,2025-10-30,EM EXERCÍCIO,31922/2023,9948
233757,1992-02-10,,EM EXERCÍCIO,3648/2022,8201
276146,1994-03-11,,EM EXERCÍCIO,5122/2022,6133
219304,1991-07-03,,LICENCIADO,1537/2022,8638
224642,1992-02-06,,APOSENTADO,3315/2023,6922
324272,1994-05-09,,EM EXERCÍCIO,5646/2022,5480
9320679,2022-04-18,2023-01-28,EM EXERCÍCIO,18256/2023,1184
9449361,2023-03-20,2023-09-15,EXONERADO/RESCISO,21048/2023,4738
9319395,2011-07-01,,EM EXERCÍCIO,18101/2022,5909
9202161,2014-01-20,,EM EXERCÍCIO,9928/2023,5583
9471618,2023-10-16,2025-06-26,EM EXERCÍCIO,30971/2023,5889
9172548,2023-01-02,2023-12-31,EM EXERCÍCIO,25778/2023,4940
9417281,2023-09-01,2025-06-26,EM EXERCÍCIO,27896/2023,5836
9303464,2014-01-20,,EM EXERCÍCIO,10917/2023,4747
9400869,2014-04-10,,EM EXERCÍCIO,12700/2022,666
9365575,2023-09-18,2025-06-26,EM EXERCÍCIO,30181/2023,9075
9384545,2014-01-20,,EM EXERCÍCIO,12335/2023,4512
9311629,2023-09-18,2025-06-26,EM EXERCÍCIO,29384/2023,6043
9204806,2011-01-11,,EM EXERCÍCIO,10002/2022,6801
9112634,2014-01-20,,EM EXERCÍCIO,8663/2022,3188
9145800,2014-01-20,,EM EXERCÍCIO,9029/2022,4405
9346481,2023-03-20,2023-09-15,EXONERADO/RESCISO,21645/2023,7500
9106413,2011-01-11,,EM EXERCÍCIO,8517/2022,3405
9202145,2006-03-29,,EM EXERCÍCIO,9925/2022,6449
9229825,2023-09-18,2025-06-26,EM EXERCÍCIO,27785/2023,5581
9457755,2023-06-01,2025-01-28,EM EXERCÍCIO,26320/2023,3744
9337911,2012-01-26,,EM EXERCÍCIO,11537/2022,6544
9284141,2014-01-20,,EM EXERCÍCIO,10678/2022,4019
9425675,2023-03-15,2023-11-12,EM EXERCÍCIO,21858/2023,1551
240079,1989-06-30,,EM EXERCÍCIO,17529/2022,7118
318515,1993-09-02,,EM EXERCÍCIO,5542/2023,8991
9357092,2017-12-28,,EM EXERCÍCIO,11877/2022,5409
2352940,2006-03-29,,EM EXERCÍCIO,6753/2023,9024
9248846,2008-02-15,,EM EXERCÍCIO,10290/2022,3850
234796,1992-02-07,,EM EXERCÍCIO,3714/2022,8718
9125353,2006-03-29,,EM EXERCÍCIO,8741/2022,2963
333646,1994-03-24,,EM EXERCÍCIO,6119/2022,3426
9475010,2017-05-30,,EM EXERCÍCIO,14045/2022,3761
289434,1990-03-01,,EM EXERCÍCIO,5259/2022,2675
243817,1990-03-01,,EM EXERCÍCIO,4272/2022,7273
197378,1989-08-01,,EM EXERCÍCIO,1333/2022,1037
9160132,2022-07-20,2022-12-31,EXONERADO/RESCISO,18166/2022,3096
9186182,2023-03-13,2023-09-08,EXONERADO/RESCISO,21137/2023,9310
2366274,1992-05-26,,EM EXERCÍCIO,6919/2022,8879
9382925,2023-03-13,2023-09-08,EXONERADO/RESCISO,20567/2023,4367
9395245,2022-05-24,2023-01-28,EM EXERCÍCIO,18496/2023,10041
2380030,1992-04-20,,EM EXERCÍCIO,7208/2022,8197
2381699,1992-05-26,,EM EXERCÍCIO,7300/2023,9276
9174222,2014-01-20,,EM EXERCÍCIO,9557/2022,9648
9175580,2014-01-20,,EM EXERCÍCIO,9603/2022,3729
343307,2011-01-11,,EM EXERCÍCIO,6303/2023,8732
242810,1992-03-23,,EM EXERCÍCIO,17738/2022,4902
234605,1992-02-14,,EM EXERCÍCIO,3702/2022,7203
174602,1992-04-14,,EM EXERCÍCIO,1084/2022,2808
324396,1994-05-10,,EM EXERCÍCIO,5653/2022,4098
9061711,1998-03-09,,EM EXERCÍCIO,7767/2023,1881
100455,1993-04-15,,EM EXERCÍCIO,325/2023,5082
82066,1992-03-20,0001-01-01,EXONERADO/RESCISO,19300/2022,2193
9105611,2023-06-01,2025-01-28,EM EXERCÍCIO,26297/2023,3107
9325603,2023-10-23,2025-10-22,EM EXERCÍCIO,30635/2023,3311
278580,1993-10-07,,EM EXERCÍCIO,5180/2023,7138
2377853,1992-04-20,,EM EXERCÍCIO,7111/2022,5582
9305386,2023-03-20,2023-09-15,EXONERADO/RESCISO,22678/2023,7951
2377772,1992-04-20,,EM EXERCÍCIO,7107/2022,5253
254894,1992-03-25,,EM EXERCÍCIO,4746/2022,7632
226769,1991-08-01,,EM EXERCÍCIO,3405/2022,9780
9302727,2022-01-01,,EM EXERCÍCIO,19640/2022,7243
122572,2023-01-02,2023-12-31,EM EXERCÍCIO,25780/2023,4488
133094,2014-01-20,,EM EXERCÍCIO,445/2023,7846
9216251,2023-03-20,2023-09-15,EXONERADO/RESCISO,23055/2023,4859
367320,2022-06-09,2023-06-09,EM EXERCÍCIO,17900/2023,5490
9117890,2006-03-29,,EM EXERCÍCIO,18831/2022,4565
9390553,2023-04-01,2023-09-27,EXONERADO/RESCISO,25098/2023,4939
2380390,1992-04-13,,EM EXERCÍCIO,7231/2022,6210
9302786,2023-06-22,2023-12-19,EXONERADO/RESCISO,26646/2023,7279
9424237,2023-09-18,2025-06-26,EM EXERCÍCIO,28428/2023,1511
9326430,2022-06-01,,EM EXERCÍCIO,18682/2022,9756
9112677,2021-11-03,2023-01-28,EM EXERCÍCIO,8666/2023,6952
9154370,2006-03-29,,EM EXERCÍCIO,9219/2022,6707
337927,2014-01-20,,EM EXERCÍCIO,6178/2022,1033
257745,1992-07-04,,EM EXERCÍCIO,4796/2022,5853
240915,1992-03-18,,APOSENTADO,17528/2023,6345
9414479,2023-03-20,2023-09-15,EXONERADO/RESCISO,22273/2023,9710
9286314,2023-09-18,2025-06-26,EM EXERCÍCIO,28106/2023,4082
249424,1990-03-01,,EM EXERCÍCIO,4459/2022,9541
213535,1998-05-14,,EM EXERCÍCIO,1451/2023,6674
9101330,2023-12-01,2025-09-14,EM EXERCÍCIO,32264/2023,6343
9194428,2023-03-20,2023-09-15,EXONERADO/RESCISO,21814/2023,9898
336785,1994-05-10,,EM EXERCÍCIO,6165/2022,4486
9335129,2023-03-20,2023-09-15,EXONERADO/RESCISO,21266/2023,5715
58831,1992-03-17,,EM EXERCÍCIO,277/2023,7811
9224653,2023-03-20,2023-09-15,EXONERADO/RESCISO,21727/2023,3828
9365117,2023-03-20,2023-09-15,EXONERADO/RESCISO,22532/2023,8699
227579,2020-09-04,,EM EXERCÍCIO,3450/2022,5348
2367076,1992-05-28,,EM EXERCÍCIO,18074/2022,3770
9073655,2014-02-14,,EM EXERCÍCIO,7965/2022,2455
254290,1992-07-23,,EM EXERCÍCIO,4730/2022,4688
351610,1998-03-19,,EM EXERCÍCIO,6433/2022,1054
9367519,2014-01-20,,EM EXERCÍCIO,12063/2022,3202
9382208,2023-09-18,2025-06-26,EM EXERCÍCIO,27751/2023,10610
9202021,2023-01-16,2023-12-31,EM EXERCÍCIO,20176/2023,8748
9277145,2023-01-02,2023-12-31,EM EXERCÍCIO,26164/2023,5763
9061266,2023-01-02,2023-12-31,EM EXERCÍCIO,25781/2023,2153
9175881,2014-03-06,,EM EXERCÍCIO,9616/2023,7342
2754150,1994-03-10,,EM EXERCÍCIO,7564/2023,1770
9184880,2012-01-26,,EM EXERCÍCIO,9753/2022,4577
9226567,2023-11-21,2025-10-31,EM EXERCÍCIO,32174/2023,1275
248657,1990-03-01,,EM EXERCÍCIO,4420/2023,8327
213578,1990-06-30,,EM EXERCÍCIO,1455/2022,2143
2383063,1992-05-22,,EM EXERCÍCIO,7346/2023,1143
9355545,2023-11-23,2025-06-26,EM EXERCÍCIO,32312/2023,4159
249459,2006-03-29,,EM EXERCÍCIO,4461/2022,8224
9382941,2023-09-18,2025-06-26,EM EXERCÍCIO,27882/2023,1619
254274,1990-03-01,,EM EXERCÍCIO,4728/2022,9554
340235,2023-03-13,2023-09-08,EXONERADO/RESCISO,20494/2023,6365
196657,2019-08-28,,EM EXERCÍCIO,1327/2023,584
76651,1994-03-24,,EM EXERCÍCIO,299/2022,1351
9174613,2203-03-20,2023-09-15,EXONERADO/RESCISO,22585/2023,5061
9307940,2023-09-01,2025-06-26,EM EXERCÍCIO,28248/2023,7490
338290,2008-03-07,,EM EXERCÍCIO,6185/2022,8655
9117695,2023-04-18,2023-12-31,EM EXERCÍCIO,25840/2023,5411
9177981,2011-02-07,,EM EXERCÍCIO,9658/2023,8865
9432132,2015-06-08,,EM EXERCÍCIO,13187/2023,5939
9337792,2012-01-26,,EM EXERCÍCIO,11527/2022,5586
9084797,2006-03-29,,EM EXERCÍCIO,8118/2022,8354
335495,2023-04-01,2023-09-27,EXONERADO/RESCISO,24911/2023,2793
276154,1994-03-10,,EM EXERCÍCIO,18059/2022,5931
226068,1991-07-09,,APOSENTADO,3358/2023,6185
9360794,2021-08-10,,EM EXERCÍCIO,11915/2022,3644
233404,1992-02-10,,EM EXERCÍCIO,3637/2022,5486
9248803,2023-03-20,2023-09-15,EXONERADO/RESCISO,21045/2023,3689
2381168,2006-07-25,,EM EXERCÍCIO,7273/2022,4676
9066497,1998-05-14,,EM EXERCÍCIO,7903/2023,965
9169490,2011-01-11,,EM EXERCÍCIO,9486/2022,9193
9175890,2022-06-30,2023-01-28,EM EXERCÍCIO,18701/2023,9633
9127186,2023-09-11,2025-06-26,EM EXERCÍCIO,29375/2023,7567
2379066,1992-04-24,,LICENCIADO,7165/2022,3244
2758008,1990-05-01,,EM EXERCÍCIO,7633/2022,7277
9420380,2022-08-12,2023-01-28,EM EXERCÍCIO,17484/2023,6862
9097350,2012-01-26,,EM EXERCÍCIO,8393/2022,5180
287768,2023-01-02,2023-12-31,EM EXERCÍCIO,25782/2023,7657
9175997,2014-06-09,,EM EXERCÍCIO,9622/2023,8527
9273328,2014-02-13,,EM EXERCÍCIO,10551/2022,7280
9250620,2023-03-20,2023-09-15,EXONERADO/RESCISO,21449/2023,9323
341860,2006-03-29,,EM EXERCÍCIO,6274/2023,6318
349984,2014-01-20,,EM EXERCÍCIO,6386/2022,1446
9395121,2023-03-13,2023-09-08,EXONERADO/RESCISO,20479/2023,6143
9093982,2023-09-18,2025-06-26,EM EXERCÍCIO,28400/2023,5305
324701,2005-08-01,,EM EXERCÍCIO,5676/2022,657
9128182,2023-09-18,2025-06-26,EM EXERCÍCIO,28603/2023,8901
9322523,2022-05-20,2023-02-27,EXONERADO/RESCISO,18326/2022,1451
233765,1992-02-02,,EM EXERCÍCIO,3649/2022,9431
342114,1998-03-10,,LICENCIADO,6284/2022,8734
9424318,2023-09-01,2025-06-26,EM EXERCÍCIO,29812/2023,4020
9180800,2014-01-20,,EM EXERCÍCIO,9693/2022,3451
9226478,2014-09-16,,LICENCIADO,10127/2022,6260
9073795,2023-03-13,2023-09-08,EXONERADO/RESCISO,21474/2023,7853
9201653,2014-01-20,,EM EXERCÍCIO,9895/2022,8523
2367963,1992-08-13,,EM EXERCÍCIO,7021/2023,5483
324574,1994-05-11,,EM EXERCÍCIO,5665/2022,4801
9083863,2019-03-01,2023-02-27,EXONERADO/RESCISO,8088/2022,9963
9393781,2023-03-15,2025-01-28,EM EXERCÍCIO,22769/2023,10490
9252584,2021-11-12,2023-11-12,EM EXERCÍCIO,10397/2022,1445
254223,1990-03-01,,EM EXERCÍCIO,4726/2022,8964
2356210,1992-04-20,,EM EXERCÍCIO,6819/2022,4924
254304,1989-06-30,,EM EXERCÍCIO,4731/2022,7714
224766,1992-02-07,,APOSENTADO,3320/2023,7509
221163,1991-07-08,,EM EXERCÍCIO,1617/2023,5350
2377039,1998-03-11,,EM EXERCÍCIO,7081/2023,9331
223158,1992-02-01,,EM EXERCÍCIO,1676/2022,6605
364665,2020-01-02,0001-01-01,EXONERADO/RESCISO,19395/2022,2003
9127224,2023-06-16,2023-12-12,EXONERADO/RESCISO,26656/2023,2211
325775,1994-08-01,,EM EXERCÍCIO,5755/2022,4433
243477,1989-06-30,,LICENCIADO,17649/2022,9017
9326553,2022-05-25,2024-09-30,EM EXERCÍCIO,20117/2022,7292
9333495,2023-09-11,2025-06-26,EM EXERCÍCIO,27461/2023,3881
153273,1992-03-16,,EM EXERCÍCIO,684/2022,791
233579,1992-02-12,,EM EXERCÍCIO,3643/2023,2088
9417273,2023-10-02,2025-06-26,EM EXERCÍCIO,30420/2023,8953
9086692,2018-01-01,2018-12-31,EXONERADO/RESCISO,17762/2022,5489
9230351,2021-11-12,2023-11-12,EM EXERCÍCIO,10209/2023,8254
9168257,2023-10-30,2025-10-29,EM EXERCÍCIO,31620/2023,3675
342904,1998-03-15,,EM EXERCÍCIO,6292/2022,10601
364738,2023-03-20,2023-09-15,EXONERADO/RESCISO,22202/2023,8072
9169431,2023-09-18,2025-06-26,EM EXERCÍCIO,28808/2023,3068
9373675,2020-11-17,2024-09-30,EM EXERCÍCIO,12220/2023,6916
364290,2023-09-25,2025-06-26,EM EXERCÍCIO,30274/2023,8788
9450246,2020-11-17,2024-09-30,EM EXERCÍCIO,13514/2023,6864
9313850,2011-01-11,,EM EXERCÍCIO,11088/2023,4627
9085157,2011-01-11,,EM EXERCÍCIO,8128/2022,4873
9067507,2023-09-01,2025-06-26,EM EXERCÍCIO,28633/2023,1671
250961,1990-03-01,,EM EXERCÍCIO,4555/2022,6781
277347,1994-03-10,,EM EXERCÍCIO,5154/2023,8208
9109293,2022-08-15,2023-01-28,EXONERADO/RESCISO,17345/2022,7403
9392262,2020-09-04,,EM EXERCÍCIO,12511/2022,9855
324450,1994-05-11,,EM EXERCÍCIO,5656/2022,6207
333310,1994-09-15,,EM EXERCÍCIO,6111/2022,10004
326860,1994-05-09,,EM EXERCÍCIO,5785/2022,2875
199230,1992-03-27,,EM EXERCÍCIO,1352/2022,2751
221201,1991-07-08,,EM EXERCÍCIO,1618/2022,6341
9112839,2014-01-20,,EM EXERCÍCIO,8669/2022,6232
2383144,1992-05-25,,EM EXERCÍCIO,7349/2022,4495
169064,1985-03-01,,EM EXERCÍCIO,972/2022,1291
9366300,2014-01-20,,EM EXERCÍCIO,12017/2023,8897
324264,1994-05-09,,EM EXERCÍCIO,5645/2022,2929
9130780,2006-03-29,,EM EXERCÍCIO,8858/2022,5720
9058664,2020-09-04,,EM EXERCÍCIO,7675/2023,7782
9418040,2023-12-01,2025-06-26,EM EXERCÍCIO,32277/2023,5659
9475931,2017-05-30,,EM EXERCÍCIO,14070/2022,3895
9350373,2022-06-30,2023-01-28,EM EXERCÍCIO,17492/2023,9727
9277668,2012-01-26,,EM EXERCÍCIO,10590/2023,9587
341541,2014-03-06,,EM EXERCÍCIO,6267/2022,9466
9443916,2016-01-20,,EM EXERCÍCIO,13349/2022,719
9366784,2023-09-18,2025-06-26,EM EXERCÍCIO,28453/2023,4266
250082,2023-01-02,2023-12-31,EM EXERCÍCIO,21535/2023,679
9085378,2006-03-29,,EM EXERCÍCIO,8135/2022,4271
244694,1989-06-30,,EM EXERCÍCIO,4295/2022,645
9407570,2014-06-09,,EM EXERCÍCIO,12753/2022,3945
288411,1990-03-01,,EM EXERCÍCIO,5220/2023,2712
50474,1989-02-01,,EM EXERCÍCIO,261/2022,9970
9389920,2014-01-20,,EM EXERCÍCIO,12389/2022,3146
254215,1990-03-01,,EM EXERCÍCIO,4725/2022,7008
290483,1993-05-01,,EM EXERCÍCIO,5306/2022,7455
319287,1993-04-13,,EM EXERCÍCIO,5552/2022,1318
9100245,2023-04-28,2023-12-30,EM EXERCÍCIO,26081/2023,984
20311,1992-04-13,,EM EXERCÍCIO,135/2022,5289
365998,2008-03-07,,EM EXERCÍCIO,6634/2023,5682
9153330,2014-01-20,,EM EXERCÍCIO,9183/2022,6289
9364889,2021-02-27,2023-02-27,EXONERADO/RESCISO,11972/2022,4964
9157131,2021-06-14,2023-01-28,EM EXERCÍCIO,9318/2023,6798
69019,1998-03-11,,EM EXERCÍCIO,285/2022,9324
9394524,2014-03-06,,EM EXERCÍCIO,12582/2022,8088
9175903,2014-01-20,,EM EXERCÍCIO,9617/2023,7749
9324283,2021-06-14,2023-01-28,EM EXERCÍCIO,11300/2023,8289
194980,1986-05-08,,EM EXERCÍCIO,1310/2022,7814
9406883,2014-07-09,,EM EXERCÍCIO,14/2022,596
9443290,2016-01-20,,EM EXERCÍCIO,13309/2022,4789
9445340,2023-03-20,2023-09-15,EXONERADO/RESCISO,21277/2023,8205
9122079,2006-07-25,,EM EXERCÍCIO,8736/2023,4830
9119000,2014-01-20,,LICENCIADO,8729/2022,4247
9141413,2006-03-29,,EM EXERCÍCIO,9003/2022,6044
2355973,1999-04-19,2023-12-31,EM EXERCÍCIO,19463/2023,9011
9443690,2023-09-18,2025-06-26,EM EXERCÍCIO,27681/2023,8709
9400249,2014-04-10,,EM EXERCÍCIO,12684/2022,4125
9379495,2022-06-30,2023-06-30,EXONERADO/RESCISO,17807/2022,2500
271896,1998-03-10,,EM EXERCÍCIO,5076/2023,6820
9251324,2012-01-26,,EM EXERCÍCIO,10350/2023,2148
9462180,2021-10-01,2023-01-28,EM EXERCÍCIO,13780/2023,3333
9175075,2023-03-20,2023-09-15,EXONERADO/RESCISO,21236/2023,8950
2380480,1992-09-01,,EM EXERCÍCIO,7235/2023,10082
275999,1998-03-11,,EM EXERCÍCIO,5118/2022,5131
9389911,2022-06-01,,EM EXERCÍCIO,19400/2023,4481
9446770,2023-04-01,2023-06-14,EXONERADO/RESCISO,24880/2023,4343
9443304,2016-01-20,,EM EXERCÍCIO,13310/2022,6134
341266,2006-03-29,,EM EXERCÍCIO,6258/2022,5570
9326944,2014-01-20,,EM EXERCÍCIO,11376/2022,1104
36374,1985-07-12,,EM EXERCÍCIO,186/2022,9342
9314415,2023-10-02,2025-06-25,EM EXERCÍCIO,30359/2023,8207
3225259,2023-11-24,2025-10-31,EM EXERCÍCIO,32338/2023,9639
9425632,2021-11-12,2023-01-28,LICENCIADO,13088/2022,5318
325546,2014-01-20,,EM EXERCÍCIO,5738/2022,1242
9202030,2011-01-11,,EM EXERCÍCIO,9914/2023,759
9366792,2023-12-01,2025-06-26,EM EXERCÍCIO,32140/2023,1815
9158782,2023-10-30,2025-10-29,EM EXERCÍCIO,31622/2023,5816
290955,1990-03-01,,EM EXERCÍCIO,5327/2022,8360
243884,2005-08-01,,EM EXERCÍCIO,4276/2022,4919
232173,2006-03-29,,EM EXERCÍCIO,3606/2023,3717
199974,1992-05-20,,EM EXERCÍCIO,1363/2022,1726
2379473,1998-06-22,,EM EXERCÍCIO,7184/2023,9522
2355523,1992-04-01,,EM EXERCÍCIO,6784/2022,9512
289159,1990-03-01,,EM EXERCÍCIO,5243/2022,3259
9202340,2023-02-27,,EM EXERCÍCIO,25956/2023,4822
2356244,1998-03-19,,EM EXERCÍCIO,6822/2022,2324
350036,2023-03-20,2023-09-15,EXONERADO/RESCISO,23751/2023,7234
9416196,2021-09-08,,EM EXERCÍCIO,12863/2022,7973
9062157,1998-03-10,,EM EXERCÍCIO,7810/2022,6960
9284176,2022-01-13,2023-01-28,EM EXERCÍCIO,10679/2023,5855
9414878,2023-09-18,2025-06-26,EM EXERCÍCIO,28710/2023,4022
170500,1985-03-01,,EM EXERCÍCIO,1008/2022,2772
246751,1990-03-01,,EM EXERCÍCIO,4348/2022,6961
226661,1991-07-10,,EM EXERCÍCIO,3398/2022,3442
327468,1994-05-10,,EM EXERCÍCIO,5830/2022,7771
324515,1994-05-19,,LICENCIADO,5662/2022,4281
343757,2020-09-04,,EM EXERCÍCIO,6308/2022,9299
9452273,2023-12-01,2025-10-31,EM EXERCÍCIO,32222/2023,9839
221406,1991-07-08,,EM EXERCÍCIO,1627/2022,6693
9458174,2023-03-13,2023-09-08,EM EXERCÍCIO,20688/2023,8285
218260,2023-03-20,2023-09-15,EXONERADO/RESCISO,23817/2023,4025
9102027,2014-01-20,,EM EXERCÍCIO,8438/2022,7145
327557,1994-05-10,,EM EXERCÍCIO,5835/2022,7058
9473874,2017-05-30,,EXONERADO/RESCISO,13984/2023,2176
303720,1990-02-01,,EM EXERCÍCIO,5385/2023,9263
327905,2005-08-01,,EM EXERCÍCIO,5859/2022,1114
9452460,2023-10-23,2025-06-26,EM EXERCÍCIO,31456/2023,6755
258750,1992-09-25,,EM EXERCÍCIO,4810/2022,7321
9465677,2023-09-18,2025-06-26,EM EXERCÍCIO,27470/2023,1462
9483837,2017-12-28,,EM EXERCÍCIO,14193/2023,1429
9483411,2017-12-28,,EM EXERCÍCIO,14178/2022,4298
9484035,2017-12-28,,EM EXERCÍCIO,14203/2023,4115
9484124,2017-12-28,,EM EXERCÍCIO,14208/2022,811
9166211,2017-12-28,,EM EXERCÍCIO,9426/2023,1089
9367438,2017-12-28,,EM EXERCÍCIO,12061/2022,5357
9484205,2017-12-28,,EM EXERCÍCIO,14214/2022,3688
9484884,2017-12-28,,EM EXERCÍCIO,14227/2022,6541
9290877,2018-01-29,,EM EXERCÍCIO,10804/2022,9658
9484868,2017-12-28,,EM EXERCÍCIO,14225/2022,8012
9302050,2017-12-28,,EM EXERCÍCIO,10883/2022,885
9484850,2017-12-29,,EM EXERCÍCIO,14224/2022,6403
9483799,2017-12-28,,EM EXERCÍCIO,14191/2022,3409
9484221,2017-12-28,,EM EXERCÍCIO,14216/2022,5677
9483616,2017-12-28,,EM EXERCÍCIO,14183/2022,7184
9484027,2017-12-28,,EM EXERCÍCIO,14202/2022,1133
9484299,2018-01-29,,EM EXERCÍCIO,14222/2022,8590
9484264,2017-12-28,,EM EXERCÍCIO,14220/2022,3586
9461230,2018-01-29,,EM EXERCÍCIO,18941/2022,753
9484213,2017-12-28,,EM EXERCÍCIO,14215/2022,877
9483721,2017-12-28,,EM EXERCÍCIO,14189/2023,964
9484167,2018-01-29,,EM EXERCÍCIO,14210/2022,3565
9483055,2017-12-28,,EM EXERCÍCIO,14148/2022,4702
9483012,2017-12-28,,LICENCIADO,14144/2022,7987
9483292,2018-01-29,,EM EXERCÍCIO,15/2022,2124
9483225,2017-12-28,,EM EXERCÍCIO,14162/2023,3925
9483136,2017-12-28,,EM EXERCÍCIO,14154/2022,615
9386661,2017-12-28,,EM EXERCÍCIO,12364/2023,1561
9484191,2017-12-28,,EM EXERCÍCIO,14213/2022,3437
9323562,2018-01-28,,EM EXERCÍCIO,11275/2022,7185
9483144,2017-12-28,,EM EXERCÍCIO,14155/2022,5042
9483195,2017-12-28,,EM EXERCÍCIO,14159/2022,644
9483179,2018-01-29,,EM EXERCÍCIO,14157/2022,6475
9483772,2018-01-29,,EM EXERCÍCIO,13/2022,650
9483357,2017-12-29,,EM EXERCÍCIO,14173/2022,669
9484914,2018-01-28,,EM EXERCÍCIO,14229/2023,723
9483233,2020-09-04,,EM EXERCÍCIO,14163/2022,729
9438106,2018-12-28,,EM EXERCÍCIO,13235/2023,9739
9483276,2017-12-28,,EM EXERCÍCIO,14166/2022,8436
9483047,2017-12-28,,EM EXERCÍCIO,14147/2022,8157
9454950,2017-12-28,,EM EXERCÍCIO,13615/2022,1110
9158901,2017-12-28,,EM EXERCÍCIO,9351/2022,1398
9483349,2017-12-28,,EM EXERCÍCIO,14172/2023,1209
9484876,2017-12-28,,EM EXERCÍCIO,14226/2022,1363
9451331,2017-12-28,,EM EXERCÍCIO,13530/2023,7115
9483039 ,2017-12-28,,EM EXERCÍCIO,14146/2022,6826
9484892,2017-12-28,,EM EXERCÍCIO,14228/2022,4619
9484280,2017-12-28,,EM EXERCÍCIO,14221/2022,6098
9162275,2018-01-28,,EM EXERCÍCIO,9412/2022,8922
9348220,2017-12-28,,EM EXERCÍCIO,11700/2022,5592
9421610,2017-12-28,,EM EXERCÍCIO,12971/2023,700
9483209,2017-12-28,,EM EXERCÍCIO,14160/2023,6991
9483330,2017-12-28,,EM EXERCÍCIO,14171/2023,5406
9129995,2017-12-28,,EM EXERCÍCIO,8833/2022,6390
9483241,2018-12-28,,EM EXERCÍCIO,14164/2023,7247
9483101,2017-12-28,,EM EXERCÍCIO,14152/2022,9400
9483152,2018-01-29,,EM EXERCÍCIO,14156/2022,9680
9483586,2018-01-01,,EM EXERCÍCIO,14181/2023,10181
9483128,2017-12-28,,EM EXERCÍCIO,14153/2022,4744
9394672,2023-09-01,2025-06-26,EM EXERCÍCIO,29614/2023,9375
9483373,2017-12-28,,EM EXERCÍCIO,14175/2022,2927
9483063,2017-12-28,,EM EXERCÍCIO,14149/2022,7909
2754282,2017-12-28,,EM EXERCÍCIO,7573/2023,9253
9483322,2023-09-18,2025-06-26,EM EXERCÍCIO,29595/2023,4112
9396152,2018-01-29,,EM EXERCÍCIO,12619/2023,654
9483667,2017-12-28,,EM EXERCÍCIO,14185/2022,6155
9483896,2017-12-28,,EM EXERCÍCIO,14196/2022,6861
700541,2017-12-28,,EM EXERCÍCIO,6661/2022,708
9483624,2017-12-28,,EM EXERCÍCIO,14184/2023,870
9484019,2017-12-28,,EM EXERCÍCIO,14201/2022,5320
9483420,2017-12-28,,EM EXERCÍCIO,14179/2022,6921
9261826,2018-01-29,,EM EXERCÍCIO,20145/2023,1906
9482954,2017-12-28,,EM EXERCÍCIO,14143/2022,3156
9484116,2021-08-17,,EM EXERCÍCIO,14207/2022,2586
9483705 ,2017-12-28,,EM EXERCÍCIO,14188/2022,1616
9484230,2017-12-28,,EM EXERCÍCIO,14217/2022,4228
9483683,2017-12-28,,EM EXERCÍCIO,14187/2022,4490
9483675,2017-12-28,,EM EXERCÍCIO,14186/2022,5363
9483608,2017-12-28,,EM EXERCÍCIO,14182/2022,1168
9484183,2017-12-28,,EM EXERCÍCIO,14212/2022,7113
9484175,2017-12-28,,EM EXERCÍCIO,14211/2023,1940
141747,1985-07-01,,EM EXERCÍCIO,500/2022,7290
9483926,2018-01-29,,EM EXERCÍCIO,14198/2022,3214
9229914,2017-12-28,,EM EXERCÍCIO,10192/2022,7051
9483390,2023-03-27,,EM EXERCÍCIO,24837/2023,2023
9483918,2017-12-28,,EM EXERCÍCIO,14197/2022,3123
9483845,2017-12-28,,EM EXERCÍCIO,14194/2022,3063
9484051,2017-12-28,,EM EXERCÍCIO,14204/2022,3509
9395970,2017-12-28,,EM EXERCÍCIO,12611/2022,3516
9483985,2020-09-04,,EM EXERCÍCIO,14200/2022,2782
9484108,2017-12-28,,EM EXERCÍCIO,14206/2022,2355
9394230,2017-12-28,,EM EXERCÍCIO,12575/2022,2714
9417818,2017-12-28,,EM EXERCÍCIO,12891/2022,2798
9345612,2017-12-28,,EM EXERCÍCIO,11612/2022,6174
9483942,2017-12-28,,EM EXERCÍCIO,14199/2022,732
9483780,2017-12-28,,EM EXERCÍCIO,14190/2022,3291
9484086,2017-12-28,,EM EXERCÍCIO,14205/2022,2955
9483829,2023-04-25,,EM EXERCÍCIO,26033/2023,2961
9345310,2017-12-28,,EM EXERCÍCIO,11601/2022,4790
9242686,2008-02-15,,EM EXERCÍCIO,10271/2022,7550
